date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:54:29	81280/81280	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Sep%202022%2002:54:29%20GMT	https://promo-theme.com/novo/one-page	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/one-page.html	(from )
21:54:30	45/45	---MCZ	200	added ('OK')	text/plain	etag:W/%2219-535f97c887600%22	https://promo-theme.com/robots.txt		(from )
21:54:30	58171/58171	---MCZ	200	added ('OK')	text/css	etag:W/%22606cf3c4-e33b%22	https://promo-theme.com/novo/wp-includes/css/dist/block-library/style.min.css?ver=5.7.7	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-includes/css/dist/block-library/style.minf2b4.css	(from https://promo-theme.com/novo/one-page)
21:54:31	11040/11040	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d33-2b20%22	https://promo-theme.com/novo/wp-content/plugins/booked/assets/css/icons.css?ver=2.3.5	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/booked/assets/css/icons25b6.css	(from https://promo-theme.com/novo/one-page)
21:54:31	1077/1077	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4cd06f7e4e7417f49f90b56bbf23051%22	https://promo-theme.com/novo/comments/feed/	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/comments/feed/index.html	(from https://promo-theme.com/novo/one-page)
21:54:31	30862/30862	---MC-	200	added ('OK')	application/rss+xml	etag:%2253c13ceb69e103738c9f94d321a885a1%22	https://promo-theme.com/novo/feed/	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/feed/index.html	(from https://promo-theme.com/novo/one-page)
21:54:31	9085/9085	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d33-237d%22	https://promo-theme.com/novo/wp-content/plugins/booked/assets/js/tooltipster/css/tooltipster.css?ver=3.3.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/booked/assets/js/tooltipster/css/tooltipster9b70.css	(from https://promo-theme.com/novo/one-page)
21:54:32	365/365	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d33-16d%22	https://promo-theme.com/novo/wp-content/plugins/booked/assets/js/tooltipster/css/themes/tooltipster-light.css?ver=3.3.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/booked/assets/js/tooltipster/css/themes/tooltipster-light9b70.css	(from https://promo-theme.com/novo/one-page)
21:54:32	3778/3778	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d33-ec2%22	https://promo-theme.com/novo/wp-content/plugins/booked/assets/css/animations.css?ver=2.3.5	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/booked/assets/css/animations25b6.css	(from https://promo-theme.com/novo/one-page)
21:54:32	67691/67691	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d33-1086b%22	https://promo-theme.com/novo/wp-content/plugins/booked/dist/booked.css?ver=2.3.5	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/booked/dist/booked25b6.css	(from https://promo-theme.com/novo/one-page)
21:54:32	2640/2640	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d38-a50%22	https://promo-theme.com/novo/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.1	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/contact-form-7/includes/css/stylesc225.css	(from https://promo-theme.com/novo/one-page)
21:54:32	10410/10410	---MCZ	200	added ('OK')	text/css	etag:W/%2261497d79-28aa%22	https://promo-theme.com/novo/wp-content/plugins/pt-novo-shortcodes/include/popup/style.css?ver=1.0.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/pt-novo-shortcodes/include/popup/style8a54.css	(from https://promo-theme.com/novo/one-page)
21:54:33	17232/17232	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d71-4350%22	https://promo-theme.com/novo/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min21f9.css	(from https://promo-theme.com/novo/one-page)
21:54:33	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d71-4824%22	https://promo-theme.com/novo/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.2.5	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/elementor/assets/lib/animations/animations.min2072.css	(from https://promo-theme.com/novo/one-page)
21:54:33	117828/117828	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d71-1cc44%22	https://promo-theme.com/novo/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.2.5	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/elementor/assets/css/frontend.min2072.css	(from https://promo-theme.com/novo/one-page)
21:54:34	949/949	---MCZ	200	added ('OK')	text/css	etag:W/%2260d99be5-3b5%22	https://promo-theme.com/novo/wp-content/uploads/elementor/css/post-1731.css?ver=1624873957	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/uploads/elementor/css/post-17315c6e.css	(from https://promo-theme.com/novo/one-page)
21:54:34	9146/9146	---MCZ	200	added ('OK')	text/css	etag:W/%2260d99be5-23ba%22	https://promo-theme.com/novo/wp-content/uploads/elementor/css/global.css?ver=1624873957	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/uploads/elementor/css/global5c6e.css	(from https://promo-theme.com/novo/one-page)
21:54:34	5310/5310	---MCZ	200	added ('OK')	text/css	etag:W/%2261497d79-14be%22	https://promo-theme.com/novo/wp-content/plugins/pt-novo-shortcodes/assets/css/swiper.css?ver=4.5.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/pt-novo-shortcodes/assets/css/swiper268f.css	(from https://promo-theme.com/novo/one-page)
21:54:35	191420/191420	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ebbc-5c5cf9680e988-gzip%22	https://promo-theme.com/novo/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://promo-theme.com/novo/one-page)
21:54:35	4206/4206	---MCZ	200	added ('OK')	text/css	etag:W/%2261497d79-106e%22	https://promo-theme.com/novo/wp-content/plugins/pt-novo-shortcodes/assets/css/owl.carousel.css?ver=2.3.4	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/pt-novo-shortcodes/assets/css/owl.carousel531b.css	(from https://promo-theme.com/novo/one-page)
21:54:35	761/761	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d33-2f9%22	https://promo-theme.com/novo/wp-content/plugins/booked/includes/add-ons/woocommerce-payments//css/frontend-style.css?ver=5.7.7	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/booked/includes/add-ons/woocommerce-payments/css/frontend-stylef2b4.css	(from https://promo-theme.com/novo/one-page)
21:54:35	485416/485416	---MCZ	200	added ('OK')	text/css	etag:W/%2260d98d50-76828%22	https://promo-theme.com/novo/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.6.0	C:/Users/blue_/OneDrive/Desktop/Duane%20Cramer/duane/promo-theme.com/novo/wp-content/plugins/js_composer/assets/css/js_composer.min31dc.css	(from https://promo-theme.com/novo/one-page)
